Index,Interpretation A,m/z A,m/z B,Interpretation B,CorrelationScore,NormalisedScore,MassDeviation
146,b3-2(NH3)(2+),146.98,511.36,ai(4-8)-(HCOH)(1+),1440.4956893886845,310.83321304469524,0.43
147,y4-2(NH3)(2+),272.92,384.82,ai(4-7)(1+),3629.3975905013986,310.6484715803564,0.524
148,,313.13,830.06,,1292.8616883133425,310.594102554209,
149,,589.52,644.14,,3160.3530852975596,310.28421419952736,
150,,259.02,575.48,,2320.0861129893988,309.45118245590726,
151,,343.79,576.08,,2770.6392212596743,308.69219294945543,
152,,673.86,825.47,,1433.77897811148,308.56708243123865,
153,ai(6-8)-2(H2O)-(HN=C=NH)(1+),263.38,526.06,b5(1+),3930.002755327942,308.47918895853786,0.264
154,,596.04,625.3,,1976.5055971047273,308.44873450110185,
155,a5(1+),498.43,692.1,y5(1+),4078.464869283504,308.1188412923568,0.66
156,,346.14,572.03,,3157.9756228655056,307.9048949109765,
157,,346.23,538.38,,1318.1727769991046,307.84165351257803,
158,,511.42,536.36,,2331.6333958194105,307.8183272558834,
159,,472.8,691.37,,1726.6120493875692,307.4581999592974,
160,,503.21,825.59,,1929.1487839970725,307.2348182798496,
161,a4-(NH3)-(HCOH)(1+),352.1,424.17,y7-(HN=C=NH)(2+),3177.7060938018667,307.16144822075654,0.134
162,,372.63,425.23,,3681.385727389751,306.96550295130675,
163,y5-2(NH3)(2+),329.07,526.11,b5(1+),1452.151868079513,306.9451780602832,0.213
164,,674.15,691.46,,2901.9722312832987,306.14586715916295,
165,,529.13,552.45,,1733.79064915462,306.1203808049489,
166,,575.79,930.4,,2046.9657222598687,305.748913272498,
167,,290.02,590.36,,2737.4623984311506,305.46441241659085,
168,,302.81,313.01,,2349.345371189586,305.37123258176035,
169,,498.32,546.07,,1946.5859436996768,304.82347218039513,
170,bi(2-7)-(H2O)-(HCOH)(1+),553.24,561.14,y4-(NH3)(1+),3801.361311999609,304.5541058398624,0.225
,bi(2-7)-(CH3SH)(1+),553.24,561.14,y4-(NH3)(1+),3801.361311999609,304.5541058398624,0.228
,bi(2-7)-(H2O)-(HCOH)(1+),553.24,561.14,y4-(H2O)(1+),3801.361311999609,304.5541058398624,0.774
,bi(2-7)-(CH3SH)(1+),553.24,561.14,y4-(H2O)(1+),3801.361311999609,304.5541058398624,0.775
171,,520.88,584.64,,9509.462961689607,304.5046854281966,
172,,590.38,862.1,,1519.5352219257518,304.1733307493877,
173,,508.14,697.34,,2134.1265257218824,303.838377498948,
174,,447.53,576.6,,4201.069530831912,303.7969170152718,
175,ai(9-10)-2(NH3)(1+),194.91,410.65,a8-(CH2S)(2+),1996.2801089291918,303.75252654536024,0.259
,b2(1+),194.91,410.65,ai(3-7)-(CH3CH2SCH3)-(HCOH)(1+),1996.2801089291918,303.75252654536024,0.429
,ai(9-10)-2(NH3)(1+),194.91,410.65,a8-(NH3)-(HCOH)(2+),1996.2801089291918,303.75252654536024,0.461
,y3-2(NH3)(2+),194.91,410.65,b4-(NH3)(1+),1996.2801089291918,303.75252654536024,0.552
,ai(9-10)-(H20)-(NH3)(1+),194.91,410.65,a8-(CH2S)(2+),1996.2801089291918,303.75252654536024,0.76
176,,312.98,825.2,,2060.205657874529,303.71706859498147,
177,,507.22,1013.47,,2899.5655373872332,303.6259921609619,
178,,590.16,992.25,,3384.9333013580203,303.52453027736664,
179,,423.84,562.01,,7684.204686778394,303.45459770710033,
180,,580.83,894.27,,1607.893714270955,303.4469606864526,
181,,495.59,789.95,,4156.307952893671,303.0796630982631,
182,b2(1+),194.91,276.76,y2-(NH3)(1+),2061.532052454162,302.9469509092637,0.447
